Age.Group,Country,Weekly.Exercise.Sessions,Daily.Logins,Paid.Coaching
18-34,Canada,3.4,2.3,TRUE
65+,USA,7.5,8.8,TRUE
50-64,USA,5.9,3.4,FALSE
50-64,Canada,6.8,6.3,FALSE
50-64,USA,4.3,8.8,TRUE
18-34,USA,11.4,8.5,TRUE
18-34,USA,6.5,8.5,TRUE
35-49,USA,4.6,7.1,FALSE
50-64,Mexico,7,8.5,TRUE
35-49,USA,5.5,2.4,FALSE
18-34,Canada,11.1,4.6,FALSE
65+,USA,2.9,6.9,FALSE
18-34,Canada,4.2,2,FALSE
65+,USA,7.2,4.8,FALSE
35-49,USA,2.2,4.5,FALSE
18-34,Mexico,7.3,8.8,FALSE
50-64,USA,5.4,7.6,FALSE
65+,USA,5.4,7.5,TRUE
18-34,USA,5,8.7,FALSE
18-34,USA,7.7,3.9,TRUE
65+,Mexico,1.7,8.3,FALSE
18-34,USA,0,3.2,FALSE
50-64,USA,3.8,4.4,FALSE
50-64,USA,0.4,5.8,TRUE
35-49,Mexico,0.9,3.8,FALSE
35-49,Mexico,4.5,7.9,TRUE
65+,Mexico,5,5.7,FALSE
65+,USA,8.9,8.8,FALSE
18-34,USA,3.8,8.6,FALSE
18-34,USA,5.1,8.2,TRUE
35-49,Mexico,6.5,4.2,FALSE
50-64,USA,5,9.2,TRUE
50-64,USA,2.2,2.3,FALSE
50-64,USA,8.3,7.5,TRUE
35-49,USA,3.7,8.5,TRUE
35-49,USA,5.1,7,FALSE
65+,USA,5.9,4.4,FALSE
35-49,Canada,6.4,5.5,FALSE
35-49,Canada,5.8,5.7,FALSE
35-49,USA,3.8,7.1,FALSE
18-34,USA,1.8,3.9,FALSE
18-34,Mexico,7,8.7,TRUE
18-34,USA,1.3,2,TRUE
50-64,USA,6.7,6.9,TRUE
18-34,Mexico,4.9,6.6,FALSE
18-34,Mexico,8.4,11.4,TRUE
18-34,Canada,5.4,6.6,FALSE
35-49,USA,5.8,8.3,FALSE
35-49,USA,4.1,5.6,FALSE
18-34,USA,1.9,6.2,FALSE
18-34,USA,5.2,4.9,TRUE
35-49,USA,4.6,9.7,TRUE
35-49,Mexico,2.5,3.9,TRUE
18-34,USA,6,10.7,TRUE
18-34,Mexico,3,5.4,FALSE
65+,Canada,8.1,3.9,FALSE
50-64,Mexico,2.1,2.3,FALSE
65+,USA,5.7,10.1,TRUE
18-34,Mexico,1.1,2.8,FALSE
18-34,USA,0,2.6,FALSE
65+,Canada,6.8,5.2,FALSE
65+,USA,4.1,1.1,FALSE
50-64,Mexico,7.9,7.1,FALSE
35-49,Canada,6,8,TRUE
35-49,Mexico,4.9,6.8,FALSE
50-64,USA,3,4.7,FALSE
50-64,Mexico,8.3,6.9,FALSE
65+,USA,6.4,3.3,TRUE
50-64,USA,2.6,6.9,FALSE
18-34,USA,6.6,6.8,FALSE
65+,USA,4.9,8.6,FALSE
50-64,Canada,7.5,4.2,FALSE
18-34,USA,0.5,5.6,TRUE
35-49,USA,5.8,5.1,FALSE
35-49,USA,2.6,8.5,FALSE
18-34,USA,2,5.9,FALSE
18-34,Canada,3.6,6,FALSE
35-49,Canada,6.5,3.9,FALSE
65+,Mexico,4.5,5.5,FALSE
35-49,Canada,0.9,4,FALSE
18-34,USA,3.7,4.8,FALSE
18-34,Canada,6.5,4.6,FALSE
18-34,USA,4.2,6.1,TRUE
18-34,Mexico,4.2,7.8,FALSE
65+,Canada,9.6,6.8,TRUE
35-49,Canada,4.8,5.6,FALSE
35-49,USA,6.3,2.1,FALSE
18-34,Mexico,2.6,4.7,FALSE
18-34,Mexico,6.1,9.5,TRUE
65+,USA,4,8,FALSE
65+,USA,9.5,2.6,FALSE
50-64,USA,6.5,3.6,FALSE
35-49,Canada,4.9,5.7,FALSE
65+,USA,3.8,2.1,FALSE
35-49,Mexico,7.1,8,FALSE
18-34,USA,2,10.7,FALSE
35-49,Mexico,5.8,9.7,FALSE
65+,USA,2.5,2.3,FALSE
35-49,Mexico,6.9,8,FALSE
35-49,Mexico,2.9,4.7,FALSE
35-49,USA,5.3,9.6,FALSE
65+,Canada,8.2,8.4,TRUE
35-49,USA,1.9,2.8,FALSE
50-64,Mexico,6.1,3.2,FALSE
35-49,USA,1,2.5,FALSE
50-64,USA,6.4,8.3,TRUE
50-64,Mexico,3.8,5.9,TRUE
50-64,USA,4.7,7.2,FALSE
35-49,USA,1.7,2.5,FALSE
35-49,USA,5.6,7.5,TRUE
35-49,USA,3.1,3.6,FALSE
18-34,Mexico,2.7,8.4,FALSE
35-49,USA,6.8,6.1,FALSE
18-34,USA,6.2,7.6,FALSE
35-49,Canada,6.2,11.9,TRUE
35-49,USA,4.1,9.8,TRUE
18-34,USA,5,9,TRUE
50-64,Mexico,5.5,8.4,FALSE
18-34,USA,6.6,11.4,TRUE
35-49,Mexico,4.8,9.1,TRUE
65+,USA,7.6,6.1,FALSE
35-49,Mexico,2.3,4.1,FALSE
18-34,Canada,0.9,5.7,FALSE
65+,USA,3.8,7.9,TRUE
18-34,Mexico,3.8,3.8,FALSE
65+,USA,5.2,8.3,TRUE
65+,Mexico,7.5,9.4,FALSE
18-34,Canada,4.4,5.6,FALSE
35-49,USA,4.4,4.9,FALSE
50-64,Mexico,4.4,6.6,FALSE
35-49,USA,8.9,8.6,FALSE
65+,USA,6.1,8.4,FALSE
18-34,Canada,2,3.1,FALSE
18-34,Mexico,4.9,5.9,FALSE
18-34,USA,4.1,10,FALSE
18-34,Canada,0.5,4.9,TRUE
50-64,Mexico,7.6,8.5,TRUE
18-34,USA,0.9,9.9,TRUE
18-34,USA,2.3,2.5,FALSE
50-64,USA,4,7.5,FALSE
50-64,Mexico,6.5,7.7,FALSE
18-34,Canada,6.6,3.8,FALSE
18-34,USA,4.8,11.5,FALSE
18-34,USA,6.8,6.3,TRUE
35-49,USA,4.4,9.7,FALSE
50-64,Mexico,6.7,7.3,FALSE
18-34,USA,5.3,6.2,FALSE
35-49,Mexico,6,8,TRUE
50-64,USA,5.6,10.1,TRUE
35-49,USA,1,8.2,FALSE
18-34,USA,1.8,3.8,FALSE
50-64,USA,6.7,7.2,TRUE
65+,Mexico,4.4,3.1,FALSE
65+,Mexico,7.8,6.5,FALSE
50-64,USA,2.9,3.5,FALSE
50-64,USA,4.7,5.5,FALSE
35-49,USA,5.5,7.2,TRUE
18-34,USA,4.8,6.5,TRUE
18-34,Canada,2.6,7.3,TRUE
35-49,USA,5.9,8.8,TRUE
35-49,USA,7,11.1,TRUE
50-64,USA,4.7,5.7,FALSE
50-64,Canada,3.2,7.9,FALSE
35-49,USA,3.4,5.9,FALSE
18-34,USA,6.1,6.5,FALSE
18-34,USA,7.2,10.2,FALSE
50-64,Mexico,4.8,7.7,FALSE
35-49,Canada,5.5,8.9,FALSE
18-34,Mexico,2.1,6.7,FALSE
18-34,Canada,2,3.7,FALSE
65+,USA,8,5.4,FALSE
50-64,Mexico,4.9,3.5,FALSE
35-49,USA,0.1,7.9,TRUE
65+,USA,5.7,7.2,FALSE
50-64,USA,4.2,2.6,FALSE
50-64,Canada,5.8,10.1,TRUE
18-34,Mexico,4.6,6.5,FALSE
65+,USA,0,1.7,FALSE
18-34,Mexico,8,9.3,FALSE
35-49,USA,8.5,4.1,FALSE
35-49,USA,2.5,8.6,FALSE
18-34,Canada,7.6,9.3,FALSE
18-34,USA,6.5,5.4,FALSE
65+,USA,4.9,1.2,FALSE
18-34,Canada,7.1,8.6,FALSE
50-64,USA,4,7,FALSE
18-34,USA,6.1,9.8,FALSE
65+,Mexico,2.4,10.3,TRUE
50-64,USA,4,7,FALSE
35-49,Canada,5.5,8.3,TRUE
35-49,Mexico,7,6,FALSE
18-34,Mexico,4.8,3.7,TRUE
18-34,Mexico,2.6,8,TRUE
65+,Mexico,6.9,6.8,FALSE
18-34,Mexico,9.4,5.2,FALSE
65+,USA,2.9,5.1,FALSE
50-64,USA,7.4,6.5,FALSE
18-34,Canada,3.7,3,FALSE
18-34,USA,3.1,5.4,FALSE
50-64,USA,2.7,1.9,FALSE
35-49,Mexico,3.6,5.9,FALSE
65+,Canada,2.8,7.7,FALSE
50-64,USA,6.4,4,FALSE
65+,USA,0.3,1.2,FALSE
65+,Mexico,0,5,FALSE
18-34,USA,7.8,6.3,FALSE
18-34,USA,3.3,5.5,FALSE
50-64,USA,5.1,8.3,FALSE
65+,USA,6.8,4.1,FALSE
18-34,Canada,2.9,6.2,FALSE
18-34,USA,5.5,8.2,TRUE
50-64,Canada,4.3,7.1,FALSE
18-34,USA,5.3,3.9,FALSE
18-34,USA,6,5.1,FALSE
50-64,USA,8.9,3.2,FALSE
65+,Mexico,5.6,6.2,TRUE
18-34,USA,3.7,10.7,TRUE
18-34,USA,0.9,1.2,FALSE
18-34,Canada,9.2,8.2,TRUE
50-64,Canada,7.3,8.6,FALSE
65+,USA,4.9,2.3,FALSE
65+,USA,0,2.8,FALSE
65+,USA,10.6,10.2,TRUE
18-34,Mexico,3.6,9.4,FALSE
50-64,USA,6,6.7,FALSE
35-49,USA,5.3,4.2,FALSE
18-34,Mexico,7.1,9.5,TRUE
50-64,Mexico,4.3,2.3,FALSE
35-49,USA,2.7,5.2,FALSE
18-34,USA,3.4,8.8,TRUE
35-49,USA,7.6,6.8,TRUE
35-49,USA,4,2.2,FALSE
18-34,Mexico,4.8,7.9,TRUE
35-49,Mexico,3,9.1,FALSE
65+,USA,5.3,5.5,TRUE
65+,USA,4.6,8.4,FALSE
65+,Mexico,6.9,5.8,FALSE
18-34,Canada,5.7,6.1,FALSE
65+,USA,7.9,6.8,TRUE
50-64,USA,5.6,6.4,TRUE
65+,Mexico,2.7,8.1,TRUE
35-49,Canada,3.9,8.9,TRUE
65+,USA,2.9,1.3,FALSE
35-49,USA,3.7,8.3,TRUE
18-34,Mexico,5.1,8.7,FALSE
65+,Mexico,5.4,7.1,FALSE
65+,USA,3.5,8.1,FALSE
18-34,Mexico,5.3,10.1,FALSE
18-34,USA,8.2,6,FALSE
18-34,USA,2.3,7.6,FALSE
35-49,USA,1.4,7.4,TRUE
50-64,Canada,6.6,6.9,FALSE
18-34,USA,8,9.4,TRUE
65+,USA,5.1,3.3,FALSE
50-64,USA,3.8,7.4,FALSE
65+,Mexico,7.6,11.2,TRUE
65+,Mexico,6.3,4.9,FALSE
35-49,USA,4.1,5,FALSE
65+,Mexico,7.2,8.8,FALSE
18-34,Canada,4.6,8,FALSE
65+,Canada,7.2,5.5,FALSE
50-64,USA,2.7,4.3,TRUE
65+,USA,5.5,8.5,FALSE
65+,USA,7.5,6.8,TRUE
50-64,USA,4.5,8.1,FALSE
18-34,USA,2,1.2,FALSE
35-49,Mexico,2.7,10.2,TRUE
50-64,Mexico,6,5.4,TRUE
18-34,USA,5.8,9.3,TRUE
18-34,Mexico,8.5,9.9,TRUE
65+,Mexico,4.1,2.7,FALSE
35-49,Mexico,8.3,10.6,FALSE
35-49,USA,6.6,5.8,TRUE
18-34,Mexico,4.7,3.7,FALSE
65+,USA,7.3,2.1,FALSE
50-64,Mexico,7,3.7,FALSE
65+,USA,1.5,4.6,FALSE
35-49,Mexico,4.2,5.5,FALSE
50-64,USA,5.8,3.4,TRUE
35-49,USA,6.1,1,FALSE
35-49,Canada,4.3,3.2,FALSE
18-34,USA,7,9.1,FALSE
18-34,USA,5.8,5.4,FALSE
65+,USA,6.6,9.6,TRUE
65+,USA,6.8,7.5,TRUE
65+,Canada,8.3,6.3,TRUE
18-34,USA,4.8,7.5,FALSE
18-34,USA,6.1,2.2,FALSE
65+,USA,6.7,3.3,FALSE
65+,USA,6,9.7,FALSE
50-64,USA,4.9,5.6,FALSE
18-34,Mexico,6.1,8.2,TRUE
35-49,Canada,4.9,6.3,FALSE
35-49,USA,8.8,8.9,TRUE
18-34,USA,8,6.6,FALSE
65+,Mexico,6.7,5,FALSE
50-64,Canada,5.2,3.9,FALSE
18-34,USA,3.2,5.6,TRUE
35-49,USA,3.3,7,TRUE
18-34,USA,5.9,9.3,TRUE
35-49,USA,4.4,2.9,FALSE
50-64,USA,5.1,10.1,FALSE
18-34,USA,2.7,6.5,FALSE
18-34,Mexico,3.1,3.4,FALSE
35-49,USA,6.2,7.3,TRUE
18-34,USA,5.4,7.2,TRUE
50-64,USA,8.1,9,TRUE
18-34,Canada,9.6,5.9,TRUE
18-34,Canada,5.1,10,FALSE
65+,Mexico,11.3,9.6,TRUE
65+,USA,5.3,4.3,FALSE
65+,Canada,4.4,6.7,FALSE
50-64,Mexico,7.2,6.6,FALSE
50-64,USA,6.5,7.6,TRUE
50-64,Mexico,5.6,8.5,FALSE
18-34,USA,3.9,9.1,TRUE
35-49,USA,6.8,9.6,TRUE
35-49,USA,8.5,5.4,TRUE
50-64,Canada,1.9,8.8,TRUE
18-34,USA,6.8,11.3,FALSE
35-49,Mexico,6.9,8.2,FALSE
18-34,USA,4,1.7,FALSE
35-49,Mexico,7.7,5.9,FALSE
18-34,USA,7.9,11.2,TRUE
35-49,Mexico,6.1,8.4,FALSE
35-49,USA,4.2,4,TRUE
35-49,USA,10.5,10.3,TRUE
35-49,Mexico,5.1,5.6,FALSE
50-64,Mexico,4,4.3,FALSE
65+,USA,4,10.2,TRUE
50-64,USA,2.9,5.7,FALSE
35-49,USA,1.8,8.6,TRUE
18-34,Canada,2.6,8.1,FALSE
65+,Canada,2.2,6.7,TRUE
65+,USA,4.9,4.8,FALSE
65+,USA,1.8,7.7,FALSE
18-34,USA,4.2,6.6,FALSE
35-49,USA,3.8,7.6,TRUE
50-64,USA,5.7,4.3,FALSE
65+,USA,6.4,4.1,FALSE
35-49,USA,0,3.4,FALSE
50-64,USA,5.6,2.8,FALSE
65+,USA,3,5.1,TRUE
35-49,Canada,5.7,3.9,TRUE
35-49,USA,5.3,8.5,TRUE
35-49,USA,1.4,4.5,FALSE
65+,USA,5,3.5,FALSE
18-34,Canada,8,5.9,TRUE
35-49,USA,5,6.5,TRUE
50-64,Mexico,4.5,4.7,FALSE
50-64,Mexico,3.1,8.7,FALSE
18-34,USA,3.4,10.4,TRUE
18-34,USA,5,6.7,FALSE
35-49,USA,1.2,6.5,TRUE
35-49,USA,3.7,4.9,FALSE
50-64,USA,5.4,6.8,FALSE
35-49,USA,3.1,9,FALSE
35-49,USA,5.9,5.2,FALSE
18-34,USA,5.4,6.1,FALSE
50-64,Mexico,8,9,TRUE
18-34,USA,6.3,9.8,TRUE
50-64,USA,2.4,3.3,FALSE
18-34,USA,4.4,7.9,TRUE
35-49,USA,2.1,7.5,FALSE
18-34,USA,6.7,8.7,TRUE
65+,USA,4.7,9.9,TRUE
65+,USA,5.2,3.6,FALSE
18-34,USA,6,8,TRUE
65+,USA,3,5.4,FALSE
50-64,Mexico,2.9,4.5,FALSE
35-49,Mexico,4.9,4.4,FALSE
35-49,USA,6.3,8,FALSE
50-64,Mexico,7.3,3.5,FALSE
50-64,USA,5.7,7.8,FALSE
35-49,Canada,0.5,6.7,FALSE
50-64,Canada,6.8,9,TRUE
65+,USA,2.4,4.1,FALSE
50-64,USA,3.4,7.9,TRUE
35-49,Canada,8.7,5.7,FALSE
18-34,Canada,3.4,2.2,FALSE
18-34,USA,3.8,4.3,TRUE
18-34,USA,3.3,6,FALSE
35-49,USA,5.4,8.5,TRUE
35-49,Canada,3.8,8.9,TRUE
65+,USA,3.2,2.6,FALSE
18-34,USA,2.3,1.1,FALSE
65+,Canada,6.6,6.2,FALSE
65+,Canada,6.5,8.9,TRUE
18-34,USA,6.3,7.6,TRUE
65+,USA,3.7,6.9,TRUE
18-34,Canada,9.2,7.1,TRUE
50-64,USA,7.8,4.1,FALSE
18-34,USA,1.5,9.8,TRUE
50-64,USA,0,5.7,FALSE
65+,Canada,3.5,2.8,FALSE
50-64,USA,5.1,6.9,FALSE
18-34,USA,4.7,7.2,TRUE
35-49,USA,3,7.5,FALSE
35-49,Canada,5.5,8.7,TRUE
65+,Mexico,5.6,2.6,FALSE
35-49,USA,6.1,4,FALSE
50-64,USA,7.4,6.1,FALSE
35-49,Mexico,3.9,10.3,FALSE
18-34,Mexico,2.9,7.6,FALSE
65+,USA,4.9,3.4,FALSE
35-49,Canada,1.3,3.6,TRUE
18-34,USA,6.3,9.6,FALSE
18-34,Mexico,1,6.3,FALSE
18-34,Mexico,5.8,8.7,FALSE
50-64,USA,2,6.8,TRUE
18-34,USA,2.3,5.8,FALSE
35-49,Canada,2.1,6.8,FALSE
65+,USA,5.1,2.1,FALSE
18-34,Canada,6.5,6.7,FALSE
65+,USA,2,4,FALSE
65+,USA,2,5.3,FALSE
35-49,USA,3.6,7.9,TRUE
50-64,USA,0,5.2,TRUE
18-34,USA,7.3,8.4,TRUE
50-64,Mexico,5.2,8.8,FALSE
65+,USA,4.8,6.9,TRUE
35-49,USA,6.3,1,FALSE
50-64,USA,4.5,4.5,FALSE
35-49,USA,0,4.9,FALSE
65+,USA,4,3.3,FALSE
18-34,Canada,4.7,5.7,FALSE
50-64,USA,4.5,5.2,FALSE
18-34,USA,3.8,4.2,FALSE
18-34,USA,4,4.4,FALSE
18-34,USA,6.4,9.1,TRUE
18-34,USA,0.7,4.3,FALSE
18-34,Mexico,3.1,5,FALSE
50-64,USA,2.2,6,FALSE
18-34,USA,5,4.8,FALSE
18-34,USA,6.8,5,TRUE
50-64,USA,6.8,9.6,TRUE
18-34,USA,6.5,8.6,TRUE
65+,Canada,7.9,5.8,FALSE
50-64,USA,5.1,8.8,TRUE
65+,USA,2.7,4.1,FALSE
18-34,USA,2.4,9,TRUE
18-34,USA,6.8,8,TRUE
65+,USA,5.6,5.1,TRUE
35-49,USA,3.2,3.9,FALSE
18-34,USA,5.7,6.6,FALSE
18-34,USA,3,5.7,FALSE
35-49,USA,4.8,3.8,FALSE
18-34,USA,5.7,7.8,FALSE
65+,Mexico,4.8,6.1,TRUE
50-64,USA,6.1,6.6,FALSE
35-49,USA,3.1,3.5,FALSE
18-34,Canada,4.8,3.1,FALSE
35-49,USA,6,5.2,FALSE
65+,USA,1.2,4.5,FALSE
50-64,Mexico,2.1,4.1,FALSE
35-49,Mexico,7.2,6.3,FALSE
65+,USA,4.1,5.4,FALSE
50-64,USA,5.5,4.7,TRUE
18-34,USA,4,10,TRUE
18-34,Mexico,2.8,5.8,FALSE
65+,Canada,3.8,6.8,FALSE
35-49,USA,4.4,3.9,FALSE
65+,Canada,4.8,9.1,FALSE
35-49,Canada,5.9,7.8,TRUE
65+,USA,10.9,8.5,TRUE
65+,USA,5.1,8.9,FALSE
50-64,Canada,4.9,9.1,TRUE
18-34,Canada,8.7,5.4,FALSE
65+,Mexico,6.1,6,FALSE
35-49,USA,8.9,2.9,FALSE
35-49,USA,0.5,8,FALSE
18-34,Canada,2.9,4.8,FALSE
18-34,Mexico,3.4,6.9,FALSE
50-64,Mexico,6.2,8.3,FALSE
50-64,Mexico,6.2,5.1,FALSE
35-49,USA,5.5,11.8,FALSE
35-49,Canada,1.3,5.8,FALSE
50-64,USA,3.4,8.3,FALSE
18-34,USA,8,6.5,FALSE
65+,USA,3.9,1.5,FALSE
50-64,Mexico,0,4.4,FALSE
35-49,USA,5.6,4,FALSE
35-49,Mexico,5.6,2.9,FALSE
65+,USA,3.2,5.4,FALSE
35-49,Canada,4.3,8,TRUE
35-49,USA,1.8,5.3,FALSE
50-64,USA,6.4,4.7,FALSE
18-34,Mexico,8.2,9.2,TRUE
35-49,USA,11.4,5,TRUE
18-34,USA,1.6,2.2,FALSE
50-64,Mexico,3.2,1.8,FALSE
50-64,USA,4.7,6.5,FALSE
65+,Mexico,3.4,1,FALSE
18-34,USA,5,9.7,TRUE
18-34,Mexico,5.9,10.1,TRUE
65+,USA,2.3,8.2,FALSE
35-49,USA,4.1,9.1,TRUE
18-34,Canada,9,10.2,TRUE
18-34,USA,6,5.5,FALSE
65+,USA,0.9,4.1,FALSE
65+,USA,7,8.9,TRUE
18-34,Mexico,0.7,5.1,FALSE
65+,USA,3.2,4.9,FALSE
50-64,USA,5.4,4.2,FALSE
65+,Mexico,8.4,4,FALSE
35-49,Mexico,5.5,7.9,TRUE
35-49,USA,5.2,2.8,FALSE
18-34,Mexico,6.4,4.5,FALSE
65+,Mexico,4.6,7.6,FALSE
18-34,Mexico,7.9,7,FALSE
35-49,Mexico,3,7.7,FALSE
65+,USA,6,8.9,TRUE
65+,USA,3.8,8.7,TRUE
50-64,Canada,7.9,9.7,TRUE
35-49,USA,3.4,3.5,FALSE
35-49,Canada,5.2,6.1,FALSE
18-34,USA,3,7.7,FALSE
65+,USA,6.6,6,FALSE
65+,Canada,4.6,5.1,FALSE
35-49,USA,4.3,4.4,FALSE
50-64,USA,2.2,6.2,FALSE
18-34,USA,2.9,3.4,FALSE
65+,USA,5.9,2.3,FALSE
18-34,Canada,1.5,1.8,FALSE
35-49,Mexico,6.1,10.1,FALSE
35-49,Mexico,5.6,5.9,FALSE
18-34,USA,5.3,7.7,FALSE
18-34,USA,3.6,5.6,TRUE
18-34,Mexico,1.3,4.5,FALSE
35-49,USA,4,6.8,FALSE
18-34,USA,4.3,7.2,TRUE
50-64,Canada,7.8,8.3,TRUE
50-64,Mexico,3.5,4.2,FALSE
18-34,USA,4.8,8.1,FALSE
50-64,USA,7.1,1.3,FALSE
65+,Canada,6.7,8.2,TRUE
35-49,Mexico,4.7,5.9,FALSE
18-34,USA,1.6,4.4,FALSE
65+,USA,1.4,7.4,FALSE
65+,Mexico,4.4,3.3,FALSE
35-49,USA,4.5,10.3,TRUE
18-34,USA,7.3,6.5,FALSE
50-64,USA,1.5,1.9,FALSE
35-49,Canada,8.3,8.4,FALSE
35-49,USA,3.9,9.7,TRUE
65+,USA,3.1,7.9,FALSE
65+,Mexico,6.6,5,TRUE
18-34,USA,6,6.1,TRUE
65+,USA,2.9,5.2,FALSE
18-34,Mexico,9.5,7.9,TRUE
50-64,Canada,2.8,6,FALSE
65+,USA,3.1,5.4,FALSE
18-34,USA,1.9,2.1,FALSE
18-34,USA,7.5,10.1,TRUE
65+,Canada,4.2,4,FALSE
65+,Mexico,8.1,10.1,TRUE
65+,USA,7.1,4.6,FALSE
65+,USA,5.1,4.6,FALSE
18-34,Mexico,2.9,4.7,FALSE
35-49,USA,4,6.4,TRUE
50-64,USA,0.4,4.3,FALSE
65+,USA,3.5,2.1,TRUE
18-34,USA,3.9,5.8,FALSE
50-64,Canada,3.8,4.4,FALSE
65+,USA,0.6,1.6,FALSE
35-49,USA,4.4,4.3,FALSE
18-34,USA,6.5,4.4,FALSE
35-49,USA,3.9,6,FALSE
18-34,Mexico,8.7,9.1,FALSE
65+,USA,3.5,4.1,FALSE
35-49,USA,4.3,5.7,FALSE
65+,USA,8,11.2,TRUE
18-34,USA,6,6.7,FALSE
35-49,USA,7.3,6.7,FALSE
18-34,Mexico,6.2,3,FALSE
65+,USA,2.9,2.7,FALSE
18-34,USA,6.5,6.2,FALSE
18-34,Canada,4.4,9.3,FALSE
50-64,USA,4.6,3.2,FALSE
35-49,USA,8.4,9.6,FALSE
18-34,USA,2.6,2.3,FALSE
18-34,USA,7.9,7.8,FALSE
65+,USA,4.5,5.6,FALSE
50-64,USA,3.6,3.2,FALSE
18-34,Mexico,8.9,9.7,TRUE
18-34,Mexico,6,4.7,FALSE
18-34,Mexico,2.1,9.4,TRUE
50-64,Mexico,5.3,6.5,FALSE
65+,Canada,2.2,4.9,FALSE
50-64,USA,2.2,4.3,FALSE
18-34,Mexico,3.4,7.1,FALSE
50-64,USA,4.5,5,FALSE
35-49,USA,3.9,6.7,FALSE
35-49,Mexico,6,11.1,TRUE
18-34,Mexico,5.9,13,TRUE
18-34,Canada,4.2,6.8,FALSE
35-49,USA,5.7,9.7,TRUE
18-34,USA,2,4.8,FALSE
18-34,USA,3.1,7.7,FALSE
35-49,Mexico,2.2,2.9,FALSE
50-64,USA,0.3,1.5,FALSE
18-34,Mexico,6,11.7,TRUE
18-34,USA,2.5,7.7,FALSE
18-34,USA,4.5,2.8,FALSE
65+,USA,1.4,9.4,FALSE
50-64,Mexico,3.5,4.1,FALSE
35-49,USA,4.9,3.9,FALSE
35-49,USA,8.6,9.9,TRUE
18-34,USA,5.5,6.6,FALSE
65+,USA,6.7,9.1,FALSE
50-64,Mexico,3.9,8.8,FALSE
18-34,USA,6.6,10.4,TRUE
65+,USA,5.2,4.5,FALSE
35-49,Canada,3.4,3.5,FALSE
35-49,Mexico,6,10,TRUE
65+,USA,1.6,3.5,FALSE
50-64,USA,4.9,4.3,FALSE
65+,Canada,6.8,10.6,TRUE
35-49,USA,5.6,1.9,FALSE
65+,USA,5,9.2,FALSE
65+,USA,7,4.8,FALSE
65+,Mexico,3.7,4.2,FALSE
50-64,USA,3.1,3.9,FALSE
18-34,Canada,3.1,6.9,FALSE
18-34,Canada,4.3,2.6,FALSE
65+,USA,2.9,1.9,FALSE
65+,USA,7.2,7.2,TRUE
65+,USA,4.9,5.3,FALSE
50-64,Canada,3.1,3.8,FALSE
18-34,Mexico,7.4,6.5,FALSE
35-49,Canada,2.9,9,TRUE
18-34,USA,9.8,9.4,FALSE
50-64,USA,4.2,4.4,FALSE
35-49,USA,9.7,10.6,TRUE
50-64,USA,7.5,2.4,FALSE
35-49,USA,6,4.5,FALSE
18-34,Mexico,6,9.4,TRUE
65+,USA,3.1,8.5,TRUE
18-34,USA,3.7,9.3,FALSE
35-49,USA,6.9,5,FALSE
50-64,USA,4.9,2.7,FALSE
50-64,USA,4.1,4.5,FALSE
50-64,Mexico,1.1,3.4,FALSE
35-49,Canada,9.5,5.6,FALSE
50-64,Canada,6.7,10.8,TRUE
65+,USA,1.8,7,FALSE
50-64,Mexico,7.2,6.8,FALSE
50-64,USA,0,6,FALSE
18-34,USA,10.3,9.3,FALSE
18-34,Canada,3.2,4.3,FALSE
65+,USA,5.2,6.8,TRUE
65+,USA,1.7,2.6,FALSE
50-64,USA,11,5.2,FALSE
65+,Mexico,3.6,3.4,FALSE
35-49,USA,5.6,1.3,FALSE
65+,USA,3.3,7.7,TRUE
50-64,Canada,2.1,5.2,FALSE
50-64,USA,5.3,4.1,FALSE
35-49,Mexico,0.7,3.2,FALSE
18-34,Mexico,8,11.4,TRUE
18-34,USA,4.6,7.4,FALSE
35-49,Mexico,5.6,6.6,FALSE
35-49,Mexico,6.5,8.6,TRUE
50-64,Canada,7.9,9.2,FALSE
18-34,Canada,4.8,6.9,FALSE
65+,USA,2.9,5.8,TRUE
35-49,USA,6.1,7.1,TRUE
18-34,Canada,2.1,4.1,TRUE
65+,USA,4,6.2,FALSE
35-49,USA,4.1,0,FALSE
50-64,USA,1.4,8.5,TRUE
35-49,USA,5.3,8.2,FALSE
18-34,USA,5.9,7.8,FALSE
65+,USA,4.6,8.3,TRUE
18-34,USA,4.5,7.6,TRUE
35-49,Canada,0,2.9,FALSE
50-64,Canada,3.1,3.5,FALSE
35-49,USA,0,3.1,FALSE
35-49,USA,0,4.5,FALSE
65+,USA,3.9,1.2,FALSE
18-34,USA,7.1,4.6,FALSE
35-49,USA,4.6,2.8,FALSE
50-64,USA,5.4,6.6,FALSE
50-64,USA,2,4.7,TRUE
18-34,Canada,5.4,7.2,FALSE
65+,USA,2.4,1.2,TRUE
35-49,USA,4.8,4.1,FALSE
35-49,USA,3.9,5.8,FALSE
50-64,Mexico,2.2,2.7,FALSE
18-34,USA,5.5,4.6,TRUE
18-34,USA,7.2,5.2,FALSE
18-34,USA,7,8.6,TRUE
35-49,Canada,3.8,5.1,FALSE
18-34,USA,7.6,4.2,FALSE
18-34,USA,9,7.1,FALSE
18-34,Mexico,5.1,5.3,FALSE
18-34,Canada,6.4,9,TRUE
18-34,USA,4.1,3.4,FALSE
18-34,USA,6.7,5,FALSE
65+,Mexico,2.2,5.6,FALSE
35-49,USA,3.1,4.6,FALSE
